0.000000e+00	10000
1.000000e-01	10000
2.000000e-01	10000
3.000000e-01	10000
4.000000e-01	10000
5.000000e-01	10000
6.000000e-01	10000
7.000000e-01	10000
8.000000e-01	10000
9.000000e-01	10000
1.000000e+00	10000
1.100000e+00	10000
1.200000e+00	10000
1.300000e+00	10000
1.400000e+00	10000
1.500000e+00	10000
1.600000e+00	10000
1.700000e+00	10000
1.800000e+00	10000
1.900000e+00	10000
2.000000e+00	10000
2.100000e+00	10000
2.200000e+00	10000
2.300000e+00	10000
2.400000e+00	10000
2.500000e+00	10000
2.600000e+00	10000
2.700000e+00	10000
2.800000e+00	10000
2.900000e+00	10000
3.000000e+00	10000
3.100000e+00	10000
3.200000e+00	10000
3.300000e+00	10000
3.400000e+00	10000
3.500000e+00	10000
3.600000e+00	10000
3.700000e+00	10000
3.800000e+00	10000
3.900000e+00	10000
4.000000e+00	10000
4.100000e+00	10000
4.200000e+00	10000
4.300000e+00	10000
4.400000e+00	10000
4.500000e+00	10000
4.600000e+00	10000
4.700000e+00	10000
4.800000e+00	10000
4.900000e+00	10000
5.000000e+00	10000
5.100000e+00	10000
5.200000e+00	10000
5.300000e+00	10000
5.400000e+00	10000
5.500000e+00	10000
5.600000e+00	10000
5.700000e+00	10000
5.800000e+00	10000
5.900000e+00	10000
6.000000e+00	10000
6.100000e+00	10000
6.200000e+00	10000
6.300000e+00	10000
6.400000e+00	10000
6.500000e+00	10000
6.600000e+00	10000
6.700000e+00	10000
6.800000e+00	10000
6.900000e+00	10000
7.000000e+00	10000
7.100000e+00	10000
7.200000e+00	10000
7.300000e+00	10000
7.400000e+00	10000
7.500000e+00	10000
7.600000e+00	10000
7.700000e+00	10000
7.800000e+00	10000
7.900000e+00	10000
8.000000e+00	10000
8.100000e+00	10000
8.200000e+00	10000
8.300000e+00	10000
8.400000e+00	10000
8.500000e+00	10000
8.600000e+00	10000
8.700000e+00	10000
8.800000e+00	10000
8.900000e+00	10000
9.000000e+00	10000
9.100000e+00	10000
9.200000e+00	10000
9.300000e+00	10000
9.400000e+00	10000
9.500000e+00	10000
9.600000e+00	10000
9.700000e+00	10000
9.800000e+00	10000
9.900000e+00	10000
1.000000e+01	10000
1.010000e+01	10000
1.020000e+01	10000
1.030000e+01	10000
1.040000e+01	10000
1.050000e+01	10000
1.060000e+01	10000
1.070000e+01	10000
1.080000e+01	10000
1.090000e+01	10000
1.100000e+01	10000
1.110000e+01	10000
1.120000e+01	10000
1.130000e+01	10000
1.140000e+01	10000
1.150000e+01	10000
1.160000e+01	10000
1.170000e+01	10000
1.180000e+01	10000
1.190000e+01	10000
1.200000e+01	10000
1.210000e+01	10000
1.220000e+01	10000
1.230000e+01	10000
1.240000e+01	10000
1.250000e+01	10000
1.260000e+01	10000
1.270000e+01	10000
1.280000e+01	10000
1.290000e+01	10000
1.300000e+01	10000
1.310000e+01	10000
1.320000e+01	10000
1.330000e+01	10000
1.340000e+01	10000
1.350000e+01	10000
1.360000e+01	10000
1.370000e+01	10000
1.380000e+01	10000
1.390000e+01	10000
1.400000e+01	10000
1.410000e+01	10000
1.420000e+01	10000
1.430000e+01	10000
1.440000e+01	10000
1.450000e+01	10000
1.460000e+01	10000
1.470000e+01	10000
1.480000e+01	10000
1.490000e+01	10000
1.500000e+01	10000
1.510000e+01	10000
1.520000e+01	10000
1.530000e+01	10000
1.540000e+01	10000
1.550000e+01	10000
1.560000e+01	10000
1.570000e+01	10000
1.580000e+01	10000
1.590000e+01	10000
1.600000e+01	10000
1.610000e+01	10000
1.620000e+01	10000
1.630000e+01	10000
1.640000e+01	10000
1.650000e+01	10000
1.660000e+01	10000
1.670000e+01	10000
1.680000e+01	10000
1.690000e+01	10000
1.700000e+01	10000
1.710000e+01	10000
1.720000e+01	10000
1.730000e+01	10000
1.740000e+01	10000
1.750000e+01	10000
1.760000e+01	10000
1.770000e+01	10000
1.780000e+01	10000
1.790000e+01	10000
1.800000e+01	10000
1.810000e+01	10000
1.820000e+01	10000
1.830000e+01	10000
1.840000e+01	10000
1.850000e+01	10000
1.860000e+01	10000
1.870000e+01	10000
1.880000e+01	10000
1.890000e+01	10000
1.900000e+01	10000
1.910000e+01	10000
1.920000e+01	10000
1.930000e+01	10000
1.940000e+01	10000
1.950000e+01	10000
1.960000e+01	10000
1.970000e+01	10000
1.980000e+01	10000
1.990000e+01	10000
2.000000e+01	10000
2.010000e+01	10000
2.020000e+01	10000
2.030000e+01	10000
2.040000e+01	10000
2.050000e+01	10000
2.060000e+01	10000
2.070000e+01	10000
2.080000e+01	10000
2.090000e+01	10000
2.100000e+01	10000
2.110000e+01	10000
